target_names,zone_1,zone_2,zone_3,zone_4,zone_5,zone_6,zone_7,zone_8,zone_9,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,left_distance,right_distance,up_distance,down_distance,target
Z,0.0,0.0,0.195,0.0,0.0,12.891,37.109,0.0,6.348,41.602,13.574,0.0,0.0,0.0,0.0,0.0,25,34,31,33,26
Z,0.0,6.641,12.695,0.0,0.0,12.207,34.277,0.0,0.0,41.602,4.492,0.0,0.684,2.148,4.395,0.0,29,31,27,29,26
Z,0.0,0.0,0.0,0.0,7.91,29.492,1.953,0.0,7.812,26.465,15.039,4.98,0.0,0.0,0.0,0.0,19,22,45,48,26
Z,0.0,0.0,0.0,0.0,0.0,26.855,30.273,0.0,0.0,41.113,21.68,0.0,0.0,0.0,0.0,0.0,37,42,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,19.238,8.887,0.0,0.0,25.293,13.477,0.0,0.0,0.0,0.0,0.0,41,44,46,49,26
Z,0.0,0.293,1.953,0.0,0.0,32.715,7.422,0.0,0.0,23.047,16.309,0.0,0.0,0.0,0.0,0.0,34,37,30,33,26
Z,0.0,0.0,0.0,0.0,0.0,19.629,19.238,0.0,0.0,37.695,12.207,0.0,0.0,0.0,0.0,0.0,34,49,38,41,26
Z,0.0,0.0,0.0,0.0,0.0,26.562,22.559,0.0,0.0,34.277,18.848,0.0,0.0,0.0,0.0,0.0,35,39,44,47,26
Z,0.0,0.0,0.0,0.0,0.0,13.184,31.738,0.0,0.0,28.125,21.582,0.0,0.0,0.0,0.0,0.0,37,41,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,17.285,28.32,0.0,0.0,35.156,12.5,0.0,0.0,0.0,0.0,0.0,33,40,37,40,26
Z,0.0,0.0,0.0,0.0,0.0,33.789,12.5,0.0,0.0,35.938,17.969,0.0,0.0,0.0,0.0,0.0,34,42,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,5.078,26.66,0.0,0.0,34.668,5.957,0.0,0.0,0.0,0.0,0.0,34,38,36,38,26
Z,0.0,0.0,0.0,0.0,0.0,17.871,28.32,0.0,0.0,25.586,18.066,0.0,0.0,0.0,0.0,0.0,41,39,38,41,26
Z,0.0,0.0,0.0,0.0,0.0,24.902,21.387,0.0,0.0,32.324,15.234,0.0,0.0,0.0,0.0,0.0,38,41,35,38,26
Z,0.0,0.0,0.0,0.0,0.0,16.602,28.516,0.0,0.0,30.566,10.352,0.0,0.0,0.0,0.0,0.0,35,38,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,18.75,4.102,0.0,0.0,29.199,14.551,0.0,0.0,0.0,0.0,0.0,40,46,44,47,26
Z,0.0,0.0,0.0,0.0,0.0,15.234,32.715,2.148,4.395,33.105,9.766,0.0,0.0,0.0,0.0,0.0,25,27,32,34,26
Z,0.0,0.0,0.0,0.0,0.0,16.309,1.758,0.0,0.0,6.348,15.625,0.0,0.0,0.0,0.0,0.0,43,41,49,52,26
Z,0.0,0.0,0.0,0.0,6.348,32.812,29.199,0.0,2.246,41.699,25.586,4.98,0.0,0.0,0.0,0.0,25,27,37,39,26
Z,0.0,0.0,0.0,0.0,0.0,9.668,23.73,0.0,0.0,26.172,8.398,0.0,0.0,0.0,0.0,0.0,45,48,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,24.414,6.934,0.0,0.0,29.785,11.816,0.0,0.0,0.0,0.0,0.0,32,41,41,44,26
Z,0.0,0.0,0.0,0.0,0.0,28.223,28.906,0.0,0.0,41.211,20.117,0.0,0.0,0.0,0.0,0.0,35,41,34,36,26
Z,0.0,0.0,0.0,0.0,0.0,16.797,12.891,0.0,0.0,26.758,10.254,0.0,0.0,0.0,0.0,0.0,38,43,42,44,26
Z,0.0,0.0,0.0,0.0,0.0,12.695,17.48,0.0,0.0,17.383,11.621,0.0,0.0,0.0,0.0,0.0,46,49,46,49,26
Z,0.0,0.0,0.0,0.0,0.0,2.246,34.375,0.0,0.0,38.086,21.387,0.0,0.0,0.0,0.0,0.0,38,33,33,35,26
Z,0.0,0.0,0.0,0.0,0.0,13.379,16.895,0.0,0.0,24.219,11.035,0.0,0.0,0.0,0.0,0.0,34,39,46,49,26
Z,0.0,0.0,0.0,0.0,0.0,36.523,9.277,0.0,0.0,40.82,23.145,0.0,0.0,0.0,0.0,0.0,36,40,37,40,26
Z,0.0,0.0,0.0,0.0,0.0,28.711,19.434,0.0,0.0,42.09,24.707,0.0,0.0,0.0,0.0,0.0,34,40,41,43,26
Z,0.0,0.0,0.0,0.0,0.0,23.34,2.637,0.0,0.0,23.828,15.527,0.0,0.0,0.0,0.0,0.0,43,46,46,49,26
Z,0.0,0.0,0.0,0.0,0.0,16.602,24.902,0.0,0.0,25.293,12.598,0.0,0.0,0.0,0.0,0.0,39,41,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,23.047,18.555,0.0,0.0,26.172,14.16,0.0,0.0,0.0,0.0,0.0,35,38,42,44,26
Z,0.0,0.0,0.0,0.0,1.562,32.422,17.578,0.0,0.0,29.004,30.664,0.781,0.0,0.0,0.0,0.0,30,30,36,38,26
Z,0.0,0.0,0.0,0.0,0.0,10.449,21.777,0.0,0.0,23.438,10.938,0.0,0.0,0.0,0.0,0.0,43,46,42,45,26
Z,0.0,0.0,0.0,0.0,0.0,14.648,25.781,0.0,1.66,35.254,15.332,0.0,0.0,0.0,0.0,0.0,29,35,43,46,26
Z,0.0,0.0,0.0,0.0,0.0,20.02,18.652,0.0,0.0,38.086,5.371,0.0,0.0,0.0,0.0,0.0,34,52,38,41,26
Z,0.0,0.0,0.0,0.0,0.0,24.707,12.012,0.0,0.0,26.172,16.699,0.0,0.0,0.0,0.0,0.0,39,38,40,42,26
Z,0.0,0.0,0.0,0.0,0.0,35.059,9.082,0.0,0.0,40.527,22.07,0.0,0.0,0.0,0.0,0.0,33,37,38,41,26
Z,0.0,0.0,0.0,0.0,0.0,15.527,15.918,0.0,0.0,21.191,17.578,0.0,0.0,0.0,0.0,0.0,39,36,41,44,26
Z,0.0,0.0,0.0,0.0,0.0,24.902,26.855,0.0,0.0,39.551,14.941,0.0,0.0,0.0,0.0,0.0,33,41,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,30.762,21.387,0.0,0.0,37.891,20.312,0.0,0.0,0.0,0.0,0.0,38,40,39,41,26
Z,0.0,0.0,0.0,0.0,1.172,30.859,6.836,0.0,0.0,36.23,16.699,0.0,0.0,0.0,0.0,0.0,29,32,40,42,26
Z,0.0,4.98,8.789,0.0,0.0,31.641,44.141,0.0,0.0,54.199,21.191,0.0,0.0,5.371,0.0,0.0,33,41,27,29,26
Z,0.0,0.0,0.0,0.0,0.0,7.715,18.848,0.0,0.0,25.0,11.621,0.0,0.0,0.0,0.0,0.0,38,41,43,45,26
Z,0.0,0.0,0.0,0.0,0.0,32.812,11.914,0.0,0.0,43.945,20.117,0.0,0.0,0.0,0.0,0.0,32,35,38,40,26
Z,0.0,0.0,0.0,0.0,0.0,35.352,14.355,0.0,0.0,39.941,22.852,0.0,0.0,0.0,0.0,0.0,33,36,39,41,26
Z,0.0,0.0,0.0,0.0,0.0,6.934,30.859,0.0,1.66,31.641,13.867,0.0,0.0,0.0,0.0,0.0,28,32,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,12.402,17.871,0.0,0.0,24.902,11.914,0.0,0.0,0.0,0.0,0.0,39,46,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,10.742,8.008,0.0,0.0,19.434,8.789,0.0,0.0,0.0,0.0,0.0,46,48,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,24.023,13.867,0.0,1.953,32.812,17.188,0.0,0.0,0.0,0.0,0.0,29,38,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,23.535,2.93,0.0,0.0,24.414,14.551,0.0,0.0,0.0,0.0,0.0,36,38,48,50,26
Z,0.0,0.0,0.0,0.0,0.0,23.73,17.48,0.0,0.0,42.676,17.383,0.0,0.0,0.0,0.0,0.0,34,40,33,36,26
Z,0.0,0.0,0.0,0.0,0.0,24.414,16.113,0.0,0.0,25.586,16.406,0.0,0.0,0.0,0.0,0.0,34,37,45,47,26
Z,0.0,0.0,0.0,0.0,0.0,16.992,32.227,0.0,0.0,38.281,16.699,0.0,0.0,0.0,0.0,0.0,35,40,40,42,26
Z,0.0,0.0,0.0,0.0,0.0,25.684,38.184,0.0,1.562,47.559,28.223,0.684,0.0,0.0,0.0,0.0,29,30,37,40,26
Z,0.0,0.0,0.0,0.0,0.0,21.191,19.922,0.0,0.0,32.715,7.422,0.0,0.0,0.0,0.0,0.0,35,45,41,43,26
Z,0.0,0.0,0.0,0.0,0.0,26.074,24.902,0.0,0.0,37.109,10.059,0.0,0.0,0.0,0.0,0.0,36,49,36,38,26
Z,0.0,0.0,0.0,0.0,0.0,10.352,18.262,0.0,0.0,23.73,5.957,0.0,0.0,0.0,0.0,0.0,44,48,39,41,26
Z,0.0,0.0,0.0,0.0,2.148,29.98,6.445,0.0,0.0,32.617,22.754,0.0,0.0,0.0,0.0,0.0,28,33,40,43,26
Z,0.0,0.0,0.0,0.0,0.0,28.223,16.406,0.0,0.0,31.641,12.695,0.0,0.0,0.0,0.0,0.0,34,46,36,38,26
Z,0.0,0.0,0.0,0.0,3.809,26.758,33.203,0.0,0.0,37.5,27.93,0.293,0.0,0.0,0.0,0.0,27,31,35,38,26
Z,0.0,0.0,0.0,0.0,0.0,9.863,12.988,0.0,0.0,17.773,5.371,0.0,0.0,0.0,0.0,0.0,47,54,40,43,26
m,0.0,0.0,0.0,0.0,0.0,29.492,15.527,0.0,0.0,10.547,8.398,0.0,0.0,0.0,0.0,0.0,35,41,50,53,13
m,0.0,0.0,0.0,0.0,0.0,30.566,21.484,0.0,0.977,14.258,25.488,1.27,0.0,0.0,0.0,0.0,30,30,41,44,13
m,0.0,0.0,0.0,0.0,0.0,36.133,21.094,0.0,0.0,15.234,11.035,0.0,0.0,0.0,0.0,0.0,31,44,47,49,13
m,0.0,0.0,0.0,0.0,0.0,33.691,40.625,0.0,0.0,10.254,20.605,0.0,0.0,0.0,0.0,0.0,37,34,42,45,13
m,0.0,0.0,0.0,0.0,0.195,51.758,31.836,0.0,6.348,33.789,20.41,0.0,0.0,0.0,0.0,0.0,27,36,41,44,13
m,0.0,0.0,0.0,0.0,0.0,27.93,25.0,0.0,0.0,20.41,14.746,0.0,0.0,0.0,0.0,0.0,33,38,48,50,13
m,0.0,0.0,0.0,0.0,0.0,37.012,32.715,0.0,0.0,31.543,29.688,0.0,0.0,0.0,0.0,0.0,37,38,41,43,13
m,0.0,0.0,0.0,0.0,0.0,33.203,24.902,0.0,0.0,20.117,12.793,0.0,0.0,0.0,0.0,0.0,37,41,41,43,13
m,0.0,0.0,0.0,0.0,0.0,27.051,13.184,0.0,0.0,20.605,12.207,0.0,0.0,0.0,0.0,0.0,38,42,48,50,13
m,0.0,0.0,0.0,0.0,0.0,23.535,30.469,0.0,2.441,26.367,12.598,0.0,0.0,0.0,0.0,0.0,28,36,45,48,13
m,0.0,0.0,0.0,0.0,6.25,25.488,27.344,0.0,0.391,12.012,18.457,2.93,0.0,0.0,0.0,0.0,25,29,47,50,13
m,0.0,0.0,0.0,0.0,8.301,35.742,34.961,0.0,1.465,7.227,16.602,3.223,0.0,0.0,0.0,0.0,26,30,42,44,13
m,0.0,0.0,0.0,0.0,0.0,37.793,22.949,0.0,0.0,23.34,13.965,0.0,0.0,0.0,0.0,0.0,32,36,45,47,13
m,0.0,0.0,0.0,0.0,0.0,29.98,22.949,0.0,0.0,17.383,11.621,0.0,0.0,0.0,0.0,0.0,34,43,46,49,13
m,0.0,0.0,0.0,0.0,0.0,23.242,20.41,0.0,0.0,12.402,3.711,0.0,0.0,0.0,0.0,0.0,36,40,48,50,13
m,0.0,0.0,0.0,0.0,0.0,30.566,20.41,0.0,0.0,18.164,8.789,0.0,0.0,0.0,0.0,0.0,33,39,46,49,13
m,0.0,0.0,0.0,0.0,0.0,36.328,23.535,0.0,0.0,15.918,14.062,0.0,0.0,0.0,0.0,0.0,36,39,44,46,13
m,0.0,0.0,0.0,0.0,0.0,20.41,26.465,0.0,0.0,23.145,12.207,0.0,0.0,0.0,0.0,0.0,37,35,46,49,13
m,0.0,0.0,0.0,0.0,0.0,25.586,37.109,0.488,2.637,28.223,33.789,0.0,0.0,0.0,0.0,0.0,27,31,41,43,13
m,0.0,0.0,0.0,0.0,0.0,31.25,14.258,0.0,0.0,16.211,10.449,0.0,0.0,0.0,0.0,0.0,36,41,49,52,13
m,0.0,0.0,0.0,0.0,0.0,22.363,26.855,0.0,1.758,15.039,7.52,0.0,0.0,0.0,0.0,0.0,28,35,49,52,13
m,0.0,0.0,0.0,0.0,0.0,29.785,16.602,0.0,0.0,25.684,17.578,0.0,0.0,0.0,0.0,0.0,34,41,41,44,13
m,0.0,0.0,0.0,0.0,0.0,25.781,29.785,0.0,0.0,13.281,15.723,0.0,0.0,0.0,0.0,0.0,41,37,43,46,13
m,0.0,0.0,0.0,0.0,0.0,21.777,15.43,0.0,0.0,18.945,14.844,0.0,0.0,0.0,0.0,0.0,35,41,46,49,13
m,0.0,0.0,0.0,0.0,0.0,26.367,33.789,0.0,1.758,12.598,18.848,0.0,0.0,0.0,0.0,0.0,29,33,41,43,13
m,0.0,0.0,0.0,0.0,0.0,38.086,2.637,0.0,5.566,10.742,0.0,0.0,0.0,0.0,0.0,0.0,25,59,39,53,13
m,0.0,0.0,0.0,0.0,0.0,18.555,11.035,0.0,0.0,11.523,4.688,0.0,0.0,0.0,0.0,0.0,39,42,49,52,13
m,0.0,0.0,0.0,0.0,0.0,24.316,23.047,0.0,0.0,9.961,13.184,0.0,0.0,0.0,0.0,0.0,38,44,48,50,13
m,0.0,0.0,0.0,0.0,0.0,29.883,16.211,0.0,0.0,12.012,17.188,0.0,0.0,0.0,0.0,0.0,34,39,47,49,13
m,0.0,0.0,0.0,0.0,0.0,32.617,12.402,0.0,0.0,31.348,14.746,0.0,0.0,0.0,0.0,0.0,34,48,44,47,13
m,0.0,0.0,0.0,0.0,0.0,21.973,27.441,0.0,0.0,15.332,11.523,0.0,0.0,0.0,0.0,0.0,33,31,47,50,13
m,0.0,0.0,0.0,0.0,0.0,23.535,26.27,0.0,0.0,20.996,10.547,0.0,0.0,0.0,0.0,0.0,39,44,46,48,13
m,0.0,0.0,0.0,0.0,0.0,25.391,17.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,45,39,66,13
m,0.0,0.0,0.0,0.0,0.0,17.09,8.789,0.0,0.0,13.281,15.234,0.0,0.0,0.0,0.0,0.0,46,42,49,51,13
m,0.0,0.0,0.0,0.0,0.0,24.219,15.918,0.0,0.0,14.258,8.887,0.0,0.0,0.0,0.0,0.0,42,48,49,52,13
m,0.0,0.0,0.0,0.0,0.0,22.852,25.684,0.0,0.0,11.328,14.355,0.0,0.0,0.0,0.0,0.0,41,40,47,49,13
m,0.0,0.0,0.0,0.0,0.0,26.758,28.418,0.0,0.0,16.895,12.598,0.0,0.0,0.0,0.0,0.0,34,37,47,49,13
m,0.0,0.0,0.0,0.0,0.0,22.168,36.523,0.0,0.0,12.598,15.723,0.0,0.0,0.0,0.0,0.0,36,32,41,43,13
m,0.0,0.0,0.0,0.0,0.0,32.715,28.516,0.0,0.0,18.164,15.137,0.0,0.0,0.0,0.0,0.0,34,37,47,49,13
m,0.0,0.0,0.0,0.0,0.0,22.266,26.074,0.195,4.102,13.379,13.77,0.0,0.0,0.0,0.0,0.0,25,31,50,52,13
m,0.0,0.0,0.0,0.0,0.0,25.195,14.844,0.0,0.0,16.699,11.719,0.0,0.0,0.0,0.0,0.0,41,45,45,47,13
m,0.0,0.0,0.0,0.0,0.0,14.453,8.691,0.0,0.0,8.594,5.469,0.0,0.0,0.0,0.0,0.0,46,49,52,55,13
m,0.0,0.0,0.0,0.0,0.0,40.918,25.879,0.0,0.0,36.523,11.523,0.0,0.0,0.0,0.0,0.0,36,37,39,42,13
m,0.0,0.0,0.0,0.0,0.488,20.41,22.266,0.0,0.0,12.793,16.211,0.0,0.0,0.0,0.0,0.0,30,33,50,53,13
m,0.0,0.0,0.0,0.0,0.0,34.473,33.398,12.207,9.766,25.781,28.809,1.758,0.0,0.0,0.0,0.0,21,25,43,45,13
m,0.0,0.0,0.0,0.0,0.0,21.777,14.746,0.0,0.0,15.234,6.152,0.0,0.0,0.0,0.0,0.0,40,47,49,51,13
m,0.0,0.0,0.0,0.0,15.82,29.199,24.805,0.0,0.0,15.723,37.012,12.793,0.0,0.0,0.0,0.0,14,19,39,41,13
m,0.0,0.0,0.0,0.0,0.0,20.508,24.121,0.0,0.0,11.23,9.766,5.078,0.0,0.0,0.0,0.0,33,26,47,50,13
m,0.0,0.0,0.0,0.0,0.0,27.734,38.281,0.0,3.223,28.906,19.824,0.0,0.0,0.0,0.0,0.0,29,35,38,40,13
m,0.0,0.0,0.0,0.0,0.0,15.039,32.91,0.0,0.195,15.234,14.746,0.0,0.0,0.0,0.0,0.0,31,34,50,52,13
m,0.0,0.0,0.0,0.0,0.0,16.406,29.199,0.0,0.0,18.457,13.867,0.0,0.0,0.0,0.0,0.0,35,40,48,50,13
m,0.0,0.0,0.0,0.0,0.0,23.34,34.57,0.0,0.0,13.379,20.215,0.0,0.0,0.0,0.0,0.0,33,32,45,47,13
m,0.0,0.0,0.0,0.0,0.0,29.199,32.129,0.0,0.0,16.699,16.992,0.0,0.0,0.0,0.0,0.0,35,37,44,46,13
m,0.0,0.0,0.0,0.0,0.0,31.543,28.418,0.0,0.0,11.035,17.578,0.0,0.0,0.0,0.0,0.0,43,41,42,44,13
m,0.0,0.0,0.0,0.0,0.0,22.656,13.379,0.0,0.0,16.895,6.934,0.0,0.0,0.0,0.0,0.0,40,48,49,52,13
m,0.0,0.0,0.0,0.0,0.0,22.852,20.801,0.0,0.0,8.789,14.062,0.0,0.0,0.0,0.0,0.0,39,39,50,53,13
m,0.0,0.0,0.0,0.0,0.0,27.441,37.891,0.0,6.348,25.098,19.922,0.0,0.0,0.0,0.0,0.0,25,32,42,44,13
m,0.0,0.0,0.0,0.0,7.422,29.004,23.047,0.488,7.422,18.164,5.859,6.152,0.0,0.0,0.0,0.0,25,28,46,48,13
m,0.0,0.0,0.0,0.0,7.324,29.102,13.867,0.0,2.148,23.828,11.426,9.863,0.0,0.0,0.0,0.0,28,23,43,45,13
m,0.0,0.0,0.0,0.0,0.0,25.098,22.949,0.0,0.0,16.016,22.949,0.0,0.0,0.0,0.0,0.0,41,44,43,45,13
m,0.0,0.0,0.0,0.0,0.0,35.254,36.523,0.0,0.0,14.355,19.727,0.0,0.0,0.0,0.0,0.0,34,37,40,43,13
m,0.0,0.0,0.0,0.0,0.0,32.812,32.715,0.0,0.0,39.844,21.484,0.0,0.0,0.0,0.0,0.0,36,41,41,43,13
m,0.0,0.0,0.0,0.0,0.0,29.492,13.184,0.0,0.0,15.918,12.793,0.0,0.0,0.0,0.0,0.0,40,43,44,46,13
m,0.0,0.0,0.0,0.0,0.0,31.348,12.988,0.0,0.0,19.336,10.449,0.0,0.0,0.0,0.0,0.0,37,51,45,48,13
m,0.0,0.0,0.0,0.0,0.0,28.32,23.047,0.0,0.0,11.426,16.309,0.0,0.0,0.0,0.0,0.0,35,40,45,48,13
m,0.0,0.0,0.0,0.0,0.781,46.484,27.344,5.078,9.082,22.461,22.949,2.734,0.0,0.0,0.0,0.0,25,29,40,43,13
m,0.0,0.0,0.0,0.0,0.0,21.777,10.449,0.0,0.0,13.574,18.945,0.0,0.0,0.0,0.0,0.0,38,39,51,53,13
m,0.0,0.0,0.0,0.0,0.0,18.652,19.434,0.0,0.0,13.379,6.641,0.0,0.0,0.0,0.0,0.0,36,40,51,54,13
m,0.0,0.0,0.0,0.0,0.0,22.949,21.484,0.0,0.0,14.453,19.922,0.0,0.0,0.0,0.0,0.0,40,43,48,50,13
m,0.0,0.0,0.0,0.0,0.0,22.754,15.039,0.0,0.0,10.449,5.469,0.0,0.0,0.0,0.0,0.0,34,38,51,54,13
m,0.0,0.0,0.0,0.0,0.0,19.922,26.074,0.0,0.0,11.719,11.035,0.0,0.0,0.0,0.0,0.0,41,41,47,49,13
m,0.0,0.0,0.0,0.0,0.0,11.816,6.543,0.0,0.0,9.668,7.91,0.0,0.0,0.0,0.0,0.0,47,45,53,55,13
m,0.0,0.0,0.0,0.0,0.0,21.777,16.992,0.0,0.0,13.574,2.246,0.0,0.0,0.0,0.0,0.0,40,43,48,50,13
m,0.0,0.0,0.0,0.0,0.0,20.996,21.973,0.0,0.781,24.609,11.523,0.0,0.0,0.0,0.0,0.0,29,36,48,50,13
m,0.0,0.0,0.0,0.0,0.0,25.391,20.898,0.0,0.0,7.52,9.863,0.0,0.0,0.0,0.0,0.0,41,43,49,52,13
m,0.0,0.0,0.0,0.0,0.0,22.168,15.625,0.0,0.0,14.355,8.203,0.0,0.0,0.0,0.0,0.0,45,47,48,51,13
m,0.0,0.0,0.0,0.0,0.0,25.0,13.965,0.0,0.0,13.281,4.102,0.0,0.0,0.0,0.0,0.0,40,44,50,52,13
m,0.0,0.0,0.0,0.0,0.0,29.004,14.062,0.0,0.0,13.281,10.547,0.0,0.0,0.0,0.0,0.0,36,40,46,50,13
m,0.0,0.0,0.0,0.0,5.957,31.445,21.191,0.0,6.152,13.379,8.398,0.0,0.0,0.0,0.0,0.0,27,37,47,49,13
m,0.0,0.0,0.0,0.0,0.0,14.258,20.996,0.0,0.0,16.602,9.57,0.0,0.0,0.0,0.0,0.0,34,39,51,53,13
m,0.0,0.0,0.0,0.0,0.0,28.906,20.215,0.0,2.441,15.039,19.531,0.0,0.0,0.0,0.0,0.0,29,34,45,48,13
m,0.0,0.0,0.0,0.0,0.0,23.145,22.852,0.0,0.0,13.965,14.746,0.0,0.0,0.0,0.0,0.0,38,42,48,51,13
m,0.0,0.0,0.0,0.0,0.0,28.711,43.164,0.0,0.0,26.465,23.145,0.0,0.0,0.0,0.0,0.0,32,34,38,40,13
m,0.0,0.0,0.0,0.0,0.0,19.629,26.465,0.0,0.0,21.777,11.816,0.0,0.0,0.0,0.0,0.0,36,37,45,48,13
m,0.0,0.0,0.0,0.0,0.0,24.805,18.555,0.0,0.0,10.254,20.215,0.0,0.0,0.0,0.0,0.0,47,49,40,43,13
m,0.0,0.0,0.0,0.0,0.0,26.855,21.387,0.0,0.0,20.02,13.379,0.0,0.0,0.0,0.0,0.0,41,42,48,50,13
m,0.0,0.0,0.0,0.0,7.227,27.246,21.875,0.0,0.0,14.16,11.133,2.441,0.0,0.0,0.0,0.0,18,28,49,51,13
m,0.0,0.0,0.0,0.0,0.195,36.816,27.344,0.0,0.0,13.672,12.5,0.0,0.0,0.0,0.0,0.0,31,33,46,49,13
m,0.0,0.0,0.0,0.0,9.277,29.297,23.73,0.0,4.492,18.457,13.086,1.758,0.0,0.0,0.0,0.0,27,29,45,47,13
m,0.0,0.0,0.0,0.0,0.0,19.727,18.555,0.0,0.0,14.062,11.328,0.0,0.0,0.0,0.0,0.0,43,41,48,50,13
m,0.0,0.0,0.0,0.0,0.0,22.852,11.621,0.0,0.0,16.406,9.277,0.0,0.0,0.0,0.0,0.0,39,45,48,50,13
m,0.0,0.0,0.0,0.0,0.0,13.086,8.203,0.0,0.0,8.398,5.762,0.0,0.0,0.0,0.0,0.0,38,49,54,56,13
m,0.0,0.0,0.0,0.0,0.0,17.09,8.496,0.0,0.0,10.449,6.445,0.0,0.0,0.0,0.0,0.0,42,45,54,57,13
m,0.0,0.0,0.0,0.0,0.0,12.305,15.039,0.0,0.0,12.109,11.621,0.0,0.0,0.0,0.0,0.0,41,44,48,50,13
m,0.0,0.0,0.0,0.0,0.0,20.898,14.16,0.0,0.0,9.082,13.477,0.0,0.0,0.0,0.0,0.0,41,43,48,51,13
m,0.0,0.0,0.0,0.0,0.0,29.199,36.133,0.0,0.0,15.332,26.172,0.0,0.0,0.0,0.0,0.0,38,32,44,47,13
m,0.0,0.0,0.0,0.0,0.0,27.637,16.406,0.0,0.0,20.996,12.598,0.0,0.0,0.0,0.0,0.0,33,40,49,51,13
m,0.0,0.0,0.0,0.0,0.0,22.852,17.871,0.0,0.0,11.426,11.816,0.0,0.0,0.0,0.0,0.0,40,43,50,53,13
m,0.0,0.0,0.0,0.0,1.172,29.004,18.164,0.0,0.0,19.141,9.375,0.0,0.0,0.0,0.0,0.0,28,44,47,50,13
m,0.0,0.0,0.0,0.0,0.0,23.535,25.098,0.0,0.0,24.609,13.184,0.0,0.0,0.0,0.0,0.0,33,44,43,45,13
m,0.0,0.0,0.0,0.0,0.0,32.031,18.164,0.0,0.0,13.672,24.512,0.0,0.0,0.0,0.0,0.0,32,34,47,49,13
m,0.0,0.0,0.0,0.0,0.0,34.18,23.047,0.0,0.977,23.926,8.398,0.0,0.0,0.0,0.0,0.0,30,36,43,46,13
m,0.0,0.0,0.0,0.0,0.0,26.074,17.578,0.0,0.0,12.891,11.914,0.0,0.0,0.0,0.0,0.0,39,38,49,51,13
m,0.0,0.0,0.0,0.0,0.0,15.234,23.535,0.0,0.0,15.137,13.77,0.0,0.0,0.0,0.0,0.0,36,38,47,49,13
m,0.0,0.0,0.0,0.0,1.562,32.52,18.75,0.0,0.0,10.449,8.594,0.0,0.0,0.0,0.0,0.0,30,33,45,48,13
m,0.0,0.0,0.0,0.0,0.0,20.801,13.672,0.0,0.0,15.332,7.422,0.0,0.0,0.0,0.0,0.0,42,45,48,50,13
m,0.0,0.0,0.0,0.0,0.0,24.219,17.676,0.0,0.0,20.117,13.77,0.0,0.0,0.0,0.0,0.0,32,42,45,47,13
m,0.0,0.0,0.0,0.0,0.0,25.293,32.227,0.0,0.0,21.582,11.23,0.0,0.0,0.0,0.0,0.0,36,39,40,43,13
m,0.0,0.0,0.0,0.0,2.734,48.633,39.16,1.953,14.844,17.383,25.098,5.176,0.0,0.0,0.0,0.0,21,26,43,45,13
m,0.0,0.0,0.0,0.0,0.0,20.508,22.852,0.0,0.0,18.164,4.785,0.0,0.0,0.0,0.0,0.0,36,41,49,52,13
m,0.0,0.0,0.0,0.0,0.0,21.68,16.797,0.0,0.0,9.082,11.816,0.0,0.0,0.0,0.0,0.0,40,45,52,54,13
m,0.0,0.0,0.0,0.0,0.0,23.145,26.27,0.0,0.0,12.305,11.23,0.0,0.0,0.0,0.0,0.0,37,41,42,44,13
m,0.0,0.0,0.0,0.0,0.0,20.996,23.242,0.0,0.0,10.156,11.133,0.0,0.0,0.0,0.0,0.0,36,38,48,51,13
m,0.0,0.0,0.0,0.0,0.0,21.191,38.477,0.0,0.0,21.777,18.164,0.0,0.0,0.0,0.0,0.0,37,38,40,42,13
m,0.0,0.0,0.0,0.0,0.0,25.391,20.312,0.0,0.0,13.77,17.773,0.0,0.0,0.0,0.0,0.0,42,38,47,50,13
m,0.0,0.0,0.0,0.0,0.0,19.824,17.188,0.0,0.0,13.965,5.371,0.0,0.0,0.0,0.0,0.0,35,42,48,51,13
m,0.0,0.0,0.0,0.0,0.0,9.57,21.289,0.0,0.0,7.52,12.598,0.0,0.0,0.0,0.0,0.0,47,41,51,53,13
m,0.0,0.0,0.0,0.0,0.0,22.363,16.406,0.0,0.0,22.461,31.055,0.0,0.0,0.0,0.0,0.0,32,33,42,44,13
m,0.0,0.0,0.0,0.0,0.0,20.898,17.285,0.0,0.0,9.766,12.695,0.0,0.0,0.0,0.0,0.0,42,41,51,54,13
m,0.0,0.0,0.0,0.0,0.0,32.031,17.578,0.0,0.0,15.918,13.184,0.0,0.0,0.0,0.0,0.0,34,38,46,48,13
m,0.0,0.0,0.0,0.0,0.0,25.684,39.355,0.0,0.293,23.535,17.285,0.0,0.0,0.0,0.0,0.0,31,34,44,46,13
